cid,num_points_91bg_proj_csp_u,num_points_91bg_proj_csp_g,num_points_91bg_proj_csp_r,num_points_91bg_proj_csp_i,num_points_91bg_proj_csp_B,num_points_91bg_proj_csp_V0,num_points_91bg_proj_csp_V1,num_points_91bg_proj_csp_V,num_points_91bg_proj_csp_Y,num_points_91bg_proj_csp_H,num_points_91bg_proj_csp_J,num_points_91bg_proj_csp_Jrc2,num_points_91bg_proj_csp_Ydw,num_points_91bg_proj_csp_Jdw,num_points_91bg_proj_csp_Hdw,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
2008J,0,0,10,9,0,0,0,0,0,3,11,0,0,0,0,0.47613729031888774,1499.6130150213173,0.009953886113627805,3.5518893552624524,0.6379575031366258,0.010554919256899886,0.39906299694393965,0.00034724222757598447,0.24011889080347865,0.05120948456272709,40.38338256988858,14,Minimization exited successfully.
2005kc,0,0,12,13,0,0,0,0,0,16,18,0,0,0,0,0.44999999999999996,1412.0401263427332,0.006192089216346607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432089.217278449,20,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005A,0,0,33,33,0,0,0,0,0,15,14,0,0,0,0,0.44999999999999996,1412.0401263427332,0.001990843883048226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527180.8079240138,61,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2009Y,0,0,28,31,0,0,0,0,0,26,6,22,0,0,0,0.44999999999999996,1544.5198736572668,0.025040166083489655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098716.7035605046,54,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2004gs,0,0,50,46,0,0,0,0,0,7,15,0,0,0,0,0.44999999999999996,1412.0401263427332,0.0016991714608458738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467491.16920379037,91,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2004eo,0,0,35,39,0,0,0,0,0,17,16,0,0,0,0,0.44999999999999996,1412.0401263427332,0.00799166379534674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3551182.7759182826,69,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008gp,0,0,20,20,0,0,0,0,0,17,19,0,0,0,0,0.44999999999999996,1544.5198736572668,0.0020693655035022226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424317.4318848154,35,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007ca,0,0,12,12,0,0,0,0,0,14,15,0,0,0,0,0.44999999999999996,1412.0401263427332,0.005668096102372139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988333.9501119701,19,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2009al,0,0,14,14,0,0,0,0,0,12,2,12,0,0,0,0.44999999999999996,1544.5198736572668,0.0034981401496507305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215880.10283330912,23,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008ae,0,0,5,5,0,0,0,0,0,16,20,0,0,0,0,0.2672502399547868,1511.2528340330944,0.0008169109046020017,5.695111067552277,0.14180538673074364,0.022195211379337818,2.4199527799925136,3.824794613143131e-05,1.6964031301559452,0.0672046759273736,2.8115736783515275,5,Minimization exited successfully.
