cid,num_points_91bg_proj_csp_u,num_points_91bg_proj_csp_g,num_points_91bg_proj_csp_r,num_points_91bg_proj_csp_i,num_points_91bg_proj_csp_B,num_points_91bg_proj_csp_V0,num_points_91bg_proj_csp_V1,num_points_91bg_proj_csp_V,num_points_91bg_proj_csp_Y,num_points_91bg_proj_csp_H,num_points_91bg_proj_csp_J,num_points_91bg_proj_csp_Jrc2,num_points_91bg_proj_csp_Ydw,num_points_91bg_proj_csp_Jdw,num_points_91bg_proj_csp_Hdw,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
2008J,8,10,0,0,10,0,0,10,10,0,0,0,0,0,0,0.0159,1494.9673530207326,0.0028563776162216976,4.999999999999991,0.9999999999999998,0,0.2038959656915722,4.0603645206002724e-05,0.033786049356909764,0.0012616304044440474,311.91914420830017,34,Minimization exited successfully.
2005kc,9,13,0,0,13,13,0,0,18,0,0,0,0,0,0,0.0151,1433.745097363441,0.00866496342290029,0.0,0.0,0,0.0,0.0,0.0,0.0,587414.9487720432,44,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005A,0,28,0,0,17,28,0,0,0,0,0,0,14,0,0,0.0191,1433.745097363441,0.002124619684002002,0.0,0.0,0,0.0,0.0,0.0,0.0,298676.42861255375,69,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2009Y,29,27,0,0,30,0,0,30,29,0,0,0,6,0,0,0.0094,1535.837902636559,0.03986108763533894,0.0,0.0,0,0.0,0.0,0.0,0.0,2195038.1334825917,112,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2004gs,19,49,0,0,43,53,0,0,0,0,0,0,17,0,0,0.0267,1433.745097363441,0.0025652604982612515,0.0,0.0,0,0.0,0.0,0.0,0.0,613382.1654611508,160,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2004eo,36,34,0,0,38,39,0,0,0,0,0,0,15,0,0,0.0157,1433.745097363441,0.011849544760179527,0.0,0.0,0,0.0,0.0,0.0,0.0,2919769.2556425063,143,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008gp,14,17,0,0,21,0,0,21,20,0,0,0,0,0,0,0.0334,1535.837902636559,0.003516717523367524,0.0,0.0,0,0.0,0.0,0.0,0.0,687582.7953248073,69,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007ca,8,12,0,0,12,0,0,12,12,0,0,0,8,0,0,0.0141,1433.745097363441,0.008159357626230369,0.0,0.0,0,0.0,0.0,0.0,0.0,1052452.532271148,40,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2009al,12,14,0,0,14,0,0,15,14,0,0,0,0,0,0,0.0221,1535.837902636559,0.00605494549485052,0.0,0.0,0,0.0,0.0,0.0,0.0,395497.08975302754,51,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2008ae,2,2,0,0,8,0,0,18,17,0,0,0,8,0,0,0.03,1509.6102141731362,0.0006610696553050966,-1.3700395028733765,0.4050671590340449,0,0.2219734796810826,1.6815097398970014e-05,0.13557371466736634,0.03790328082555605,1484.0481257859406,26,Minimization exited successfully.
2006dd,25,39,0,0,38,0,0,39,1,0,0,0,0,0,0,0.0059,1433.745097363441,0.03341378603930534,0.0,0.0,0,0.0,0.0,0.0,0.0,1376773.6966084929,137,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005ki,30,47,0,0,44,17,0,25,18,0,0,0,3,0,0,0.0192,1433.745097363441,0.010342299100676623,0.0,0.0,0,0.0,0.0,0.0,0.0,1045648.8928895547,159,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007if,4,15,0,0,15,0,0,17,0,0,0,0,10,0,0,0.0742,1433.7450000000013,8.493981529420492e-05,4.999999999999323,0.9999999873990717,0,0.022256120250631284,2.1808854609728368e-06,0.03210071786729074,0.29929228461292723,198172.5656723166,47,Minimization exited successfully.
2006D,32,38,0,0,39,0,0,38,20,0,0,0,8,0,0,0.0085,1433.745097363441,0.03585000450844552,0.0,0.0,0,0.0,0.0,0.0,0.0,1936492.2246344492,143,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2006lu,6,26,0,0,21,0,0,27,2,0,0,0,3,0,0,0.0534,1433.745097363441,0.0011596172920158771,0.0,0.0,0,0.0,0.0,0.0,0.0,178389.0004478412,76,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2009ag,18,18,0,0,18,0,0,18,32,0,0,0,4,0,0,0.0086,1535.837902636559,0.013947481368148613,0.0,0.0,0,0.0,0.0,0.0,0.0,1274252.83582192,68,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2006ev,0,10,0,0,9,0,0,10,16,0,0,0,8,0,0,0.0287,1433.745097363441,0.0021356944580389115,0.0,0.0,0,0.0,0.0,0.0,0.0,241475.01989458414,25,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2009cz,8,8,0,0,8,0,0,8,9,0,0,0,2,0,0,0.0211,1535.837902636559,0.008584175115460458,0.0,0.0,0,0.0,0.0,0.0,0.0,501889.98359661916,28,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2006gj,4,19,0,0,12,0,0,17,14,0,0,0,5,0,0,0.0284,1433.745097363441,0.0015317351141463098,0.0,0.0,0,0.0,0.0,0.0,0.0,119968.83624723053,48,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2005el,24,22,0,0,24,23,0,0,38,0,0,0,4,0,0,0.0149,1433.745097363441,0.014283679351387999,0.0,0.0,0,0.0,0.0,0.0,0.0,1564299.8841753427,89,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007jh,0,9,0,0,7,0,0,9,1,0,0,0,0,0,0,0.0408,1433.745097363441,0.0007793772827310586,0.0,0.0,0,0.0,0.0,0.0,0.0,53669.65447515842,21,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007so,4,8,0,0,7,0,0,8,8,0,0,0,5,0,0,0.0297,1433.7450000000088,0.001931470498172977,-0.3708168883640237,0.17717528532964688,0,0.015195005973282605,7.847547814625322e-05,0.15761909798499207,0.03864828034719464,322.7656682756967,23,Minimization exited successfully.
2006gt,4,12,0,0,11,0,0,12,9,0,0,0,8,0,0,0.0448,1433.745097363441,0.0009796018615854413,0.0,0.0,0,0.0,0.0,0.0,0.0,118137.316090589,35,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
2007ai,6,15,0,0,15,0,0,16,6,0,0,0,4,0,0,0.0317,1433.745097363441,0.001325897603228543,0.0,0.0,0,0.0,0.0,0.0,0.0,170715.62060414455,48,Hesse Failed. Covariance may not be accurate. Covariance not positive definite.
