cid,class,num_points_sdssu,num_points_sdssg,fit_z,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
679,Unknown,20,21,0,0.124957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
682,Unknown,35,37,0,0.048551,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
685,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
688,Unknown,20,20,0,0.067866,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
691,Unknown,21,21,0,0.130903,53613.6306523837,2.4872106807506817e-05,-0.36156519051399993,-0.12259627925693993,nan,0.002372669718170073,5.403582770325448e-06,1.02206606748323,1.0197792684498836,121.8631455477134,38,Covariance may not be accurate.
694,Unknown,35,37,0,0.127493,53622.82652579386,4.607164104296386e-05,0.06176020997762352,0.12409377059025484,nan,0.0014401686057681218,8.74437605115014e-07,0.23955606903073717,0.06400728951275386,273.887449508386,68,Covariance may not be accurate.
696,pSNIa,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
697,Unknown,41,42,0,0.156675,53619.34353164818,7.5170062315548155e-06,4.350994616503949,0.41454636896119407,nan,0.009475449554884108,5.642227418968683e-07,1.369949129006463,0.08031003565418598,220.5815255952175,121,Minimization exited successfully.
701,Unknown,21,22,0,0.20657,53607.85257418727,2.698494210598671e-05,-1.9348471902459172,0.16648542894264132,nan,0.0012182866375951562,2.461327260330467e-06,0.556317311793859,0.0952497581393677,81.48872083065733,61,Minimization exited successfully.
703,zSNIa,20,22,0,0.298042,53626.17626292194,1.3646998632954644e-05,0.141577386215937,0.04474331772843809,nan,0.6276247957866872,6.850150912066715e-07,0.6546156749158941,0.05515087140604977,53.39326533184662,60,Minimization exited successfully.
704,Unknown,22,22,0,0.206416,53602.88094781109,2.6522936759456403e-05,-1.3135046829795463,0.002332795888225315,nan,0.014169470767228631,1.2224881491990502e-06,nan,0.1051993535674518,85.76819462598755,61,Covariance may not be accurate.
706,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
711,Unknown,0,0,0,1.11398,53691.618670893484,3.3364098547868884e-06,5.436611535822258,-0.2595733304098132,nan,2.7726804406593146,7.23723357922665e-07,2.653953647283287,0.05130929199464224,243.32877804757163,56,Minimization exited successfully.
714,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
716,zSNII,40,42,0,0.324,53589.03020240794,0.0002647494294427992,0.3126262465384345,-0.35435995034314227,nan,0.000185327953658998,2.8736214820879755e-06,0.017314262271677594,0.005165241883976263,10966.665275340145,119,Minimization exited successfully.
717,Unknown,20,20,0,0.130392,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
722,SNIa,21,21,0,0.086341,53613.94205781934,0.0001515173949031079,-0.5432355034869653,0.017322527227806438,nan,0.0002463613527652342,6.1764221424601175e-06,0.27606636982344934,0.04928682252796077,546.640951913051,38,Minimization exited successfully.
735,zSNIa,20,21,0,0.190858,53608.73240607057,2.6516838238461683e-05,-2.1567562662794604,-0.10062555678002492,nan,0.0004561247260426171,1.9683518204759357e-06,0.46234828006877754,0.08563184175821065,57.88972982162688,57,Covariance may not be accurate.
739,SNIa,20,20,0,0.107638,53610.99599310661,0.00010420387317393504,-1.7395377099778553,0.19684488657499968,nan,0.00045503592264140025,2.96720775352516e-06,0.18228888040533642,0.1113635824345496,234.57942364088908,36,Covariance may not be accurate.
744,SNIa,21,20,0,0.128251,53616.72844545926,5.705949628427514e-05,0.4405711145898081,0.3184332349847248,nan,1.1392472515581176e-05,2.0055028325421098e-06,0.3187850186877532,0.15919877676424746,179.21398159576358,37,Minimization exited successfully.
746,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
747,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
750,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
762,SNIa,20,20,0,0.191381,53616.90297476527,2.568163802043671e-05,10.137188652608039,0.036173549915507454,nan,0.4221181382126815,9.312267521523124e-07,0.8564988652391403,0.025577717526347545,193.9741252233549,56,Minimization exited successfully.
763,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
764,zSNII,19,21,0,0.187068,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"result is NaN
User function arguments:
     z = +0.187068
    t0 = +53727.886869
    x0 = +1900469495.167731
    x1 = -314.521258
     c = -1095.803640
"
765,zSNII,23,24,0,0.261047,53581.30864955501,0.0001219449813176097,0.056216440006890404,-0.477721781988974,nan,4.151549001107924e-05,4.274819303653169e-06,0.0392205495751312,0.012110490397034194,653.880514063858,67,Minimization exited successfully.
766,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
770,Unknown,0,23,0,0.042391,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
772,zSNII,23,24,0,0.210315,53614.80105428399,7.031661163223385e-06,5.909026038593136,0.5142730997265986,nan,0.006208284321473911,9.8153768183905e-07,1.9441657518490933,0.1447637389371518,126.87423601778065,66,Minimization exited successfully.
773,pSNIa,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
774,SNIa,22,22,0,0.093331,53615.666745583396,0.00011502124359258792,-0.4095395265056827,0.07413357181935909,nan,0.0003590814958442934,3.675856559496263e-06,0.22413313071591906,0.04471196404293745,412.00174914356165,40,Covariance may not be accurate.
779,zSNIa,22,23,0,0.238121,53627.01212739807,2.016485409288069e-05,0.16541511054541644,0.07548198154116571,nan,0.4267496399770607,8.021962649570507e-07,0.4284782189787097,0.04781648968602076,49.09314476143511,64,Minimization exited successfully.
782,Unknown,21,23,0,0.13216,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"result is NaN
User function arguments:
     z = +0.132160
    t0 = +53637.121261
    x0 = +0.000024
    x1 = +4.722916
     c = -101.918543
"
789,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
792,Unknown,22,22,0,0.043516,53623.18296878335,1.3262506957969912e-06,16.39961881841384,3.743898917743642,nan,0.005773669963673456,1.5846124168379713e-07,3.1654915048681436,0.2781486527191639,64.32448498483326,40,Covariance may not be accurate.
798,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
799,zSNII,21,22,0,0.147804,53605.82199670815,2.8651632333882576e-05,0.6261418989370242,-0.6347842460767132,nan,0.0020685421804955695,2.0420683899768597e-06,0.5857865561817612,0.03811467798867339,77.48020616699944,61,Covariance may not be accurate.
801,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
805,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
816,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
818,Unknown,23,23,0,0.2381,53611.43896788376,1.3689096865087775e-05,-1.9040483336233605,0.20943968886405773,nan,0.0019906431043636985,1.115348744988269e-06,0.7545999986748602,0.12372363277300924,67.04830892913267,66,Covariance may not be accurate.
821,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
822,zSNIa,21,23,0,0.237556,53621.02852656162,1.6473043244785644e-05,0.39589560344205416,-0.08315062689640458,nan,0.9571484882762888,8.046432903525441e-07,0.7947157366417302,0.05350380691379017,77.2562574574612,63,Minimization exited successfully.
830,Unknown,22,23,0,0.387223,53679.69910264725,1.5837395862487573e-05,0.6095386971513238,-0.3795721229464065,nan,0.3270806199652725,2.947908611215448e-07,0.07566750792653062,0.007448577547375397,1497.1798061943252,87,Minimization exited successfully.
831,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
834,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
840,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
841,zSNIa,22,22,0,0.2991,53624.806318018505,1.2546427293309029e-05,0.7251255423698638,-0.07442197662398464,nan,0.6991051987715764,7.482512576301408e-07,0.7833360652144923,0.050311183193588245,51.67993682313423,62,Minimization exited successfully.
843,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
850,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
859,zSNIa,21,21,0,0.278296,53624.079746292366,1.6579204592527437e-05,0.026080769283244255,-0.028219377228704694,nan,0.6272417488107749,6.521448704055246e-07,0.5295472118355018,0.04503682354624488,68.19499301921749,60,Minimization exited successfully.
863,zSNII,20,20,0,0.094283,53623.77926323324,8.556869730815256e-06,3.9940143175189275,0.07506198205686675,nan,2.028942848002771,1.0592562835694364e-06,1.8355387718154574,0.25472815905554796,36.892186078040794,36,Minimization exited successfully.
875,Unknown,22,22,0,0.105389,53630.35801877742,2.8235163107756016e-06,21.53919172549145,-0.41089624080185877,nan,0.8337053554423619,1.1012588491358589e-06,11.679931587953913,0.09538652853214623,85.98241828567134,40,Minimization exited successfully.
876,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
879,Unknown,0,21,0,0.453133,53655.48095709266,1.3128019470288194e-05,15.624133078353017,-0.34277305011894676,nan,0.19457268407131778,6.413482129033335e-07,1.1366442147641695,0.008149408786409828,4186.318651276311,58,Minimization exited successfully.
881,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
893,zSNIa,21,21,0,0.110133,53620.40148484809,1.8817241898700143e-05,-0.23162390436532102,-0.334393885504725,nan,0.8090861929158564,1.0819310333740218e-06,0.7909613833422645,0.05546638946947535,41.518129649280226,38,Minimization exited successfully.
895,Unknown,20,20,0,0.268221,53613.8770743417,9.647843692409067e-06,-0.5756974268400465,0.19014551278386396,nan,0.011465728159237187,9.51919304047239e-07,1.0215223937837363,0.1476290642601542,74.55605188526056,56,Covariance may not be accurate.
896,Unknown,0,20,0,0.425016,53656.00722408609,3.5373103767296324e-06,18.71774884620145,-0.4250415992062087,nan,0.28858511530415853,4.6805303877381253e-07,3.2068841530288577,0.019810647422331476,729.8417505690048,56,Minimization exited successfully.
897,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
901,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
904,zSNIa,21,21,0,0.385316,53621.778468348966,1.0265599350155444e-05,0.4748699601606422,-0.2656283055696031,nan,1.1385395879551652,5.217950615942365e-07,0.31016019105966447,0.02864236483109282,64.06389463845369,80,Minimization exited successfully.
907,Unknown,0,23,0,0.106444,53629.068790970625,3.214771442658585e-10,26.755184909663782,29.590868679565776,nan,0.47456964836237603,3.5521168883744163e-10,3.543601405488673,2.2755131327572946,102.43480492293446,19,Minimization exited successfully.
910,Unknown,20,21,0,0.149071,53610.826754575566,2.55687193390036e-05,2.0409776518072063,0.30351349980732867,nan,0.004357561505457852,1.4592940653954123e-06,0.5927697934007162,0.051083121385906656,355.7648618212804,58,Covariance may not be accurate.
911,zSNIa,23,23,0,0.207264,53621.82181363376,1.2975712809030688e-05,-0.25178089346236987,0.2165647239213988,nan,0.8819941425608704,9.546524062257704e-07,0.9689775069729952,0.07729314888443545,69.68018935636047,65,Minimization exited successfully.
914,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
917,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
918,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
919,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
920,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
921,zSNII,44,48,0,0.126349,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
927,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
928,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
929,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
930,zSNII,36,36,0,0.290116,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"result is NaN
User function arguments:
     z = +0.290116
    t0 = +53638.630854
    x0 = +77087596.808950
    x1 = +36.728196
     c = -300.383587
"
932,zSNIa,22,23,0,0.391335,53618.94320928336,8.019250116607454e-06,3.9055118169940557,0.08092473783597681,nan,1.8058846023413935,8.688149351242982e-07,1.4403240173345946,0.06824052831465348,109.6992239291895,87,Minimization exited successfully.
938,Unknown,0,24,0,0.761991,53721.50769735536,7.130134801138648e-06,0.6621838593272619,-0.4722035671344699,nan,0.4548627510521328,1.2961692251659577e-06,0.03489842567004887,0.03875063947988209,980.3794975693854,91,Minimization exited successfully.
940,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
945,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
949,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
950,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
979,Unknown,21,22,0,0.292702,53619.74462008286,9.685664680709115e-06,-2.0929264861054016,0.04624643850131935,nan,1.5434669769492757,7.670977893592687e-07,1.2161799425015773,0.10535488517650053,44.62868360568642,61,Minimization exited successfully.
983,zSNII,20,21,0,0.06855,53601.16953952836,2.781865444156717e-05,-1.3802110685455888,2.3059549427933006,nan,97.07447153258545,13.166885597162288,1.3104730785957721,12.850916855635587,99.58959408696433,37,Covariance may not be accurate. Covariance not positive definite. Covariance forced positive definite.
985,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
986,zSNIa,20,21,0,0.280578,53618.981902109015,1.090835322227002e-05,-0.2747783701610503,0.018190304901888055,nan,2.02622759105725,7.167622215451638e-07,1.2764975563709948,0.07678622978908745,55.091051076378434,58,Minimization exited successfully.
988,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
996,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
999,pSNIa,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
1000,Unknown,22,22,0,0.12943,53611.84883895911,5.0637932290984894e-05,-2.0031760936689142,1.2082770804121854,nan,0.00014734849537489936,1.6549315248775226e-06,0.33037886272422134,0.9103448082403711,70.55972093639545,40,Minimization exited successfully.
1008,zSNIa,22,23,0,0.226191,53623.300328992394,2.677316572849263e-05,-0.021552856095808683,-0.08013924369900842,nan,0.4234299309682683,9.992926393583712e-07,0.4422800906155969,0.039744817439689856,84.77438504830342,64,Minimization exited successfully.
1017,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
1024,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
1027,zSNII,22,23,0,0.186294,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1031,Unknown,45,47,0,0.115536,53610.69046477224,1.4606423039256112e-05,-1.1919421051831378,1.380439286638572,nan,0.003071843875659397,1.6435544092257713e-06,0.8984833065525637,1.2124356356114812,128.23826185090047,88,Covariance may not be accurate.
1032,SNIa,22,22,0,0.129755,53626.27025800586,3.748267298790027e-05,-2.714320936461615,0.04138610746842835,nan,0.18568382787998416,1.3605388518330215e-06,0.20237805951515683,0.12834812806319315,63.44856895758048,40,Minimization exited successfully.
1039,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
1041,Unknown,22,23,0,0.065807,53610.29823175801,1.0607478254693774e-05,2.7378093320060377,3.94305339283823,nan,2.5451116225594888,2.0790336463884343e-06,0.9691818024310139,0.38494877611322365,157.55729307015633,41,Minimization exited successfully.
1048,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
1109,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
1112,SNIa,20,20,0,0.257608,53629.982568504995,1.3318518794546256e-05,-0.0972713541144154,-0.027711564254001824,nan,0.8058479355604504,7.698639251407583e-07,0.8948623638522445,0.06006806688352273,41.385905755880394,56,Minimization exited successfully.
1113,zSNII,20,20,0,0.056915,53632.9831124937,3.8347612440609644e-05,15.132217147889573,0.36032608644617115,nan,0.2558475274781813,1.4584815294479435e-06,0.8884559263654629,0.0552857043242182,609.6203279059499,36,Minimization exited successfully.
1114,SNII,18,19,0,0.026478,53639.98853049955,5.163694216064369e-05,29.41234238640604,3.60157615058954,nan,0.054475397624628386,1.5297227827095218e-06,0.8873983372972755,0.040322390346262595,17025.669538158174,33,Minimization exited successfully.
1115,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
1119,SNIa,18,18,0,0.297805,53625.012428629605,1.2418238530328915e-05,0.05881748633063665,-0.060671283826966134,nan,2.880127282009198,6.350112867687745e-07,1.8452087298103306,0.05740417372308887,40.10405106490858,50,Minimization exited successfully.
1126,Unknown,18,18,0,0.115166,53613.378469811905,3.365740281307164e-05,-3.1273270110105096,-0.45345019884233023,nan,2.6260364393237978e-05,nan,nan,0.11776808600949364,49.3198430731326,32,Covariance may not be accurate.
1127,Unknown,17,18,0,0.077374,53634.703101128674,7.020340913966888e-06,8.0897108606094,4.087646081653429,nan,0.7290607103495859,1.0459092218354041e-06,1.6354851224827867,0.3029873946087904,111.6441376807196,31,Minimization exited successfully.
1131,zSNII,19,19,0,0.17379,53636.01682844868,3.950032109061931e-06,12.38408715643063,0.358346961204249,nan,1.7770465718240303,7.214595707304497e-07,3.641022566534055,0.11049469972218495,73.8799378178575,53,Minimization exited successfully.
1147,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
1150,zSNII,0,19,0,0.458071,53687.624749281764,2.975908639804048e-06,9.547362647102183,-0.1883677807492624,nan,1.2702197385078762,6.811685354619731e-07,4.26118424124859,0.0521126005015436,140.85232331281978,53,Minimization exited successfully.
1151,Unknown,16,16,0,0.36284,53617.13479689511,1.3164375276098821e-05,0.2552145159371906,-0.30317320564179173,nan,0.001111683071940206,8.690440870907627e-07,0.2805996973309014,0.049796536801135646,28.80207782056152,44,Minimization exited successfully.
1153,Unknown,16,16,0,0.339869,53634.172765678464,5.6270179244489926e-06,10.394173753130799,0.21979302377051593,nan,2.6328042156055744,9.436239755277114e-07,3.349101169736431,0.08839042925640081,42.23546953427774,44,Minimization exited successfully.
1158,zSNIa,0,16,0,0.411625,53627.97406493741,8.271729648356062e-06,-4.886823581749441,-0.04923517853193818,nan,1.0099343396286713,6.531244242659495e-07,1.0566770447986444,0.09851028763003748,22.802312916225144,44,Minimization exited successfully.
1164,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
1165,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
1166,SNIa,17,17,0,0.382077,53631.267986725885,9.420242129168977e-06,1.4682674483477258,-0.018310312558586325,nan,1.1988155066064792,6.183827276848294e-07,1.0323991006433397,0.05686714301371157,46.85476341299065,64,Minimization exited successfully.
1168,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
1170,Unknown,17,17,0,0.329974,53614.818262053406,6.4361447149596175e-06,7.723100989611127,0.45063287744650193,nan,69.87075494809324,0.035743820536375044,1.171059737296861,1.0134619904239917,71.70911396869602,47,Covariance may not be accurate.
1172,Unknown,15,16,0,-5.7e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1173,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
1174,Unknown,0,0,0,2.38668,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1176,zSNII,0,17,0,0.707338,53681.462141182885,6.046865806757546e-06,1.3110312344900137,-0.3309727263117668,nan,0.6501197153993417,3.528220399213502e-07,0.35842141720932463,0.015433659572705307,462.0732049080025,64,Minimization exited successfully.
1181,Unknown,0,18,0,0.60403,53662.51731859492,6.515244985531036e-06,2.1656753856160913,-0.40038977768607553,nan,0.5081003142986447,3.199965885667665e-07,1.164181144421223,0.04424515847190662,496.08530532500276,50,Minimization exited successfully.
1184,zSNII,0,17,0,0.55031,53679.72021928817,3.684090054487039e-06,10.232304408497347,-0.3624403806027418,nan,0.3486714944956475,4.1265180072788236e-07,2.454445637579542,0.01943996272295846,439.56610204099263,47,Minimization exited successfully.
1190,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
1191,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
1194,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
1196,zSNII,19,19,0,0.370508,53671.88848466247,8.590574309378424e-06,12.434087400642513,-0.16109947292113833,nan,0.6205793793669727,5.282356660143862e-07,2.2536711348874694,0.021279750536442207,947.287123568665,53,Minimization exited successfully.
1198,zSNII,18,18,0,0.119688,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
1199,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
1200,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
1209,Unknown,24,24,0,0.242036,53619.27993669499,2.1412409972682787e-05,0.1525492248868158,0.08437195612925985,nan,0.003862076253426494,7.228080105731886e-07,0.4753215258598695,0.04523885704494125,58.532684684878724,68,Covariance may not be accurate.
1210,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
1214,zSNIa,24,24,0,0.264749,53601.15012922612,3.5856004293087624e-05,0.4263397236393388,-0.5693121797681677,nan,106.66409671887595,1.000001000477097,1.0017969437084175,1.0001701962954501,107.43133583636094,68,Covariance may not be accurate.
1223,Unknown,0,0,0,1.2785,53666.35414210029,5.814781341372751e-06,1.368440844953511,-0.32045511707555024,nan,0.749409011015814,6.98013680878261e-07,0.3003261523195646,0.03093147082890032,360.97793183394856,41,Minimization exited successfully.
1225,Unknown,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
1229,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
1237,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
1241,SNIa,20,20,0,0.08979,53635.12473748783,0.00012113882333244998,-0.8426927978380878,0.06521884459723619,nan,0.10790028457267908,1.8225211535319294e-06,0.12298045020306782,0.03132258980301582,107.59017005501184,36,Minimization exited successfully.
1243,Unknown,19,19,0,0.198426,53618.82973945718,1.0799475168119388e-05,2.5865765553135747,0.2659145178865462,nan,3.066582477891643,1.598497562457491e-06,1.711847882933098,0.1478257492290109,72.35942109318697,53,Minimization exited successfully.
1248,Unknown,0,18,0,0.783445,53652.59559039889,9.614868523558487e-06,0.7021142419408034,-0.4236211491704392,nan,0.3324628522423154,4.4025818193235295e-07,0.025387130544176403,0.008118039510074346,562.972996973331,68,Minimization exited successfully.
1251,zSNII,22,23,0,0.179133,53643.979488502344,3.1731058905407307e-06,32.224222032476945,0.054950477537624984,nan,0.5412554851536697,6.334311553015748e-07,8.535049527670129,0.07816198949487327,175.34429144746528,64,Minimization exited successfully.
1253,SNIa,18,18,0,0.263071,53634.0522504014,1.7808054398087024e-05,-1.116231521392775,-0.08487351629822763,nan,0.48115350826628855,7.622680923731185e-07,0.5427346380543406,0.04158442131964326,35.24761187845553,50,Minimization exited successfully.
1257,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
1261,pSNII,0,0,1,-9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,zero-size array to reduction operation minimum which has no identity
1277,Unknown,18,19,0,0.144733,53623.96281529982,5.153873763822308e-06,1.4441014749185193,0.8278204283885248,nan,0.0024284015962621197,6.575070406128132e-07,1.5921718905277438,0.14456454134821267,97.95487189638801,52,Minimization exited successfully.
