cid,class,fit_z,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
679,Unknown,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
680,Variable,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No bands in data overlap the model.
682,Unknown,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
685,pSNII,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No bands in data overlap the model.
688,Unknown,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
689,Variable,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No bands in data overlap the model.
691,Unknown,0,0.130903,53613.6306523837,2.4872106807506817e-05,-0.36156519051399993,-0.12259627925693993,nan,0.002372669718170073,5.403582770325448e-06,1.02206606748323,1.0197792684498836,121.8631455477134,38,Covariance may not be accurate.
692,Variable,0,0.197275,53653.23513960538,5.351256162812043e-06,5.113742306845268,0.22135611892086712,nan,1.3242518277729687,1.5898837493897394e-06,2.4381385074509296,0.4892865454295499,100.68248624191116,36,Minimization exited successfully.
694,Unknown,0,0.127493,53622.82652579386,4.607164104296386e-05,0.06176020997762352,0.12409377059025484,nan,0.0014401686057681218,8.74437605115014e-07,0.23955606903073717,0.06400728951275386,273.887449508386,68,Covariance may not be accurate.
695,Variable,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No data points with S/N > 5.0. Initial guessing failed.
696,pSNIa,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No bands in data overlap the model.
697,Unknown,0,0.156675,53617.30944544666,6.83008666829501e-06,5.265242444634854,0.02519860030478206,nan,0.021722595221945085,1.0836963822931948e-06,2.4725350973920923,0.2728278078589749,124.94593392673679,79,Minimization exited successfully.
698,Variable,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No bands in data overlap the model.
699,Variable,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No bands in data overlap the model.
