class,cid,num_points_91bg_proj_sdss_u1,num_points_91bg_proj_sdss_u2,num_points_91bg_proj_sdss_u3,num_points_91bg_proj_sdss_u4,num_points_91bg_proj_sdss_u5,num_points_91bg_proj_sdss_u6,num_points_91bg_proj_sdss_g1,num_points_91bg_proj_sdss_g2,num_points_91bg_proj_sdss_g3,num_points_91bg_proj_sdss_g4,num_points_91bg_proj_sdss_g5,num_points_91bg_proj_sdss_g6,num_points_91bg_proj_sdss_r1,num_points_91bg_proj_sdss_r2,num_points_91bg_proj_sdss_r3,num_points_91bg_proj_sdss_r4,num_points_91bg_proj_sdss_r5,num_points_91bg_proj_sdss_r6,num_points_91bg_proj_sdss_i1,num_points_91bg_proj_sdss_i2,num_points_91bg_proj_sdss_i3,num_points_91bg_proj_sdss_i4,num_points_91bg_proj_sdss_i5,num_points_91bg_proj_sdss_i6,num_points_91bg_proj_sdss_z1,num_points_91bg_proj_sdss_z2,num_points_91bg_proj_sdss_z3,num_points_91bg_proj_sdss_z4,num_points_91bg_proj_sdss_z5,num_points_91bg_proj_sdss_z6,z,t0,x0,x1,c,z_err,t0_err,x0_err,x1_err,c_err,chi,dof,message
zSNIa,703,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,20,0,0.296481,nan,nan,nan,nan,0.296481,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
SNIa,722,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0.085038,nan,nan,nan,nan,0.085038,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNIa,735,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0.189482,nan,nan,nan,nan,0.189482,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
SNIa,739,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0.106421,nan,nan,nan,nan,0.106421,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
SNIa,744,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,19,0,0,0.12694,nan,nan,nan,nan,0.12694,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
SNIa,762,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0.190088,nan,nan,nan,nan,0.190088,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
SNIa,774,22,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,23,0,0,0,0,0,23,0,0,0,0,0,0.092269,nan,nan,nan,nan,0.092269,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNIa,779,21,0,0,0,0,0,23,0,0,0,0,0,23,0,0,0,0,0,23,0,0,0,0,0,21,0,0,0,0,0,0.236938,nan,nan,nan,nan,0.236938,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNIa,822,13,0,0,0,0,0,22,0,0,0,0,0,23,0,0,0,0,0,23,0,0,0,0,0,20,0,0,0,0,0,0.236635,nan,nan,nan,nan,0.236635,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNIa,841,21,0,0,0,0,0,22,0,0,0,0,0,21,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,0.298318,nan,nan,nan,nan,0.298318,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNIa,859,0,0,0,17,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0.276728,nan,nan,nan,nan,0.276728,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNIa,893,0,0,21,0,0,0,0,0,21,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,20,0,0,0,0.108834,nan,nan,nan,nan,0.108834,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNIa,904,0,0,21,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0.383892,nan,nan,nan,nan,0.383892,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNIa,911,0,0,23,0,0,0,0,0,23,0,0,0,0,0,22,0,0,0,0,0,21,0,0,0,0,0,23,0,0,0,0.206325,nan,nan,nan,nan,0.206325,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNIa,932,0,21,0,0,0,0,0,23,0,0,0,0,0,23,0,0,0,0,0,23,0,0,0,0,0,22,0,0,0,0,0.390036,nan,nan,nan,nan,0.390036,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
zSNIa,986,0,0,0,0,0,17,0,0,0,0,0,19,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,20,0.279009,nan,nan,nan,nan,0.279009,nan,nan,nan,nan,nan,nan,Parameter not in model: 'x0'
